Country Name,ISO 2,ISO 3,ISO 2,Country Name,Name that should be used for Excel map charts,GNR Region,Income Group,LDC,SIDS,DAC Member,Dev Country,Fragility,2018 Population,FCAS,GNR Subregion,Resource-Rich,PRCR,CBLB,Poverty rate above 30%,Poverty rate below 2%
Tonga,TO,TON,TO,Tonga,Tonga,Oceania,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,103197,,Polynesia,Non resource-rich,Non PRCR,0,0,1
Trinidad and Tobago,TT,TTO,TT,Trinidad and Tobago,Trinidad and Tobago,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,1389858,FCAS,Caribbean,Non resource-rich,Non PRCR,0,0,1
Trinidad & Tobago,TT,TTO,TT,Trinidad & Tobago,Trinidad and Tobago,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,1389858,FCAS,Caribbean,Non resource-rich,Non PRCR,0,0,1
Tunisia,TN,TUN,TN,Tunisia,Tunisia,Africa,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,11565204,,Northern Africa,Non resource-rich,Non PRCR,0,0,1
Turkey,TR,TUR,TR,Turkey,Turkey,Asia,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,82319724,,Western Asia,Non resource-rich,Non PRCR,0,0,1
Turkmenistan,TM,TKM,TM,Turkmenistan,Turkmenistan,Asia,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,5850908,,Central Asia,Resource-rich,Non PRCR,0,0,0
Turks and Caicos Islands,TC,TCA,TC,Turks and Caicos Islands,,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,37665,,Caribbean,Non resource-rich,Non PRCR,0,,
Turks & Caicos Islands,TC,TCA,TC,Turks & Caicos Islands,,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,37665,,Caribbean,Non resource-rich,Non PRCR,0,,
Tuvalu,TV,TUV,TV,Tuvalu,Tuvalu,Oceania,UMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,11508,,Polynesia,Non resource-rich,Non PRCR,0,0,0
Uganda,UG,UGA,UG,Uganda,Uganda,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,42723139,,Eastern Africa,Non resource-rich,PRCR,1,1,0
Ukraine,UA,UKR,UA,Ukraine,Ukraine,Europe,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,44622516,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
United Arab Emirates,AE,ARE,AE,United Arab Emirates,United Arab Emirates,Asia,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,9630959,,Western Asia,Non resource-rich,Non PRCR,0,,
UAE,AE,ARE,AE,UAE,United Arab Emirates,Asia,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,9630959,,Western Asia,Non resource-rich,Non PRCR,0,,
United Kingdom,GB,GBR,GB,United Kingdom,United Kingdom,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,66488991,,Northern Europe,Non resource-rich,Non PRCR,0,0,1
United Kingdom of Great Britain and Northern Ireland,GB,GBR,GB,United Kingdom of Great Britain and Northern Ireland,United Kingdom,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,66488991,,Northern Europe,Non resource-rich,Non PRCR,0,0,1
UK,GB,GBR,GB,UK,United Kingdom,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,66488991,,Northern Europe,Non resource-rich,Non PRCR,0,0,1
U.K.,GB,GBR,GB,U.K.,United Kingdom,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,66488991,,Northern Europe,Non resource-rich,Non PRCR,0,0,1
United States,US,USA,US,United States,United States of America,N. America,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,327167434,FCAS,Northern America,Non resource-rich,Non PRCR,0,0,1
United States of America,US,USA,US,United States of America,United States of America,N. America,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,327167434,FCAS,Northern America,Non resource-rich,Non PRCR,0,0,1
US,US,USA,US,US,United States of America,N. America,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,327167434,FCAS,Northern America,Non resource-rich,Non PRCR,0,0,1
U.S.,US,USA,US,U.S.,United States of America,N. America,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,327167434,FCAS,Northern America,Non resource-rich,Non PRCR,0,0,1
USA,US,USA,US,USA,United States of America,N. America,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,327167434,FCAS,Northern America,Non resource-rich,Non PRCR,0,0,1
U.S.A.,US,USA,US,U.S.A.,United States of America,N. America,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,327167434,FCAS,Northern America,Non resource-rich,Non PRCR,0,0,1
US Minor Outlying Islands,UM,UMI,UM,US Minor Outlying Islands,,Oceania,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Micronesia,Non resource-rich,Non PRCR,0,,
United States Minor Outlying Islands,UM,UMI,UM,United States Minor Outlying Islands,,Oceania,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Micronesia,Non resource-rich,Non PRCR,0,,
Uruguay,UY,URY,UY,Uruguay,Uruguay,Latin America and the Caribbean,HIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,3449299,FCAS,South America,Non resource-rich,Non PRCR,0,0,1
Uzbekistan,UZ,UZB,UZ,Uzbekistan,Uzbekistan,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,32955400,,Central Asia,Resource-rich,Non PRCR,0,0,0
Vanuatu,VU,VUT,VU,Vanuatu,Vanuatu,Oceania,LMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,292680,,Melanesia,Non resource-rich,Non PRCR,0,0,0
Venezuela,VE,VEN,VE,Venezuela,Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
Venezuela (Bolivarian Republic),VE,VEN,VE,Venezuela (Bolivarian Republic),Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
"Venezuela, RB",VE,VEN,VE,"Venezuela, RB",Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
"Venezuela, Republica Bolivariana de",VE,VEN,VE,"Venezuela, Republica Bolivariana de",Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
"Venezuela, Bolivarian Republic of",VE,VEN,VE,"Venezuela, Bolivarian Republic of",Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
Venezuela (Bolivarian Rep. of),VE,VEN,VE,Venezuela (Bolivarian Rep. of),Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
Venezuela (Bolivarian Republic of),VE,VEN,VE,Venezuela (Bolivarian Republic of),Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
Bolivarian Republic of Venezuela,VE,VEN,VE,Bolivarian Republic of Venezuela,Venezuela,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,28870195,,South America,Non resource-rich,Non PRCR,0,0,0
Viet Nam,VN,VNM,VN,Viet Nam,Viet Nam,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,95540395,,South-eastern Asia,Resource-rich,Non PRCR,0,0,0
Vietnam,VN,VNM,VN,Vietnam,Viet Nam,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,95540395,,South-eastern Asia,Resource-rich,Non PRCR,0,0,0
"Virgin Islands, US",VI,VIR,VI,"Virgin Islands, US",,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,106977,,Caribbean,Non resource-rich,Non PRCR,0,,
Virgin Islands (U.S.),VI,VIR,VI,Virgin Islands (U.S.),,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,106977,,Caribbean,Non resource-rich,Non PRCR,0,,
Virgin Islands,VI,VIR,VI,Virgin Islands,,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,106977,,Caribbean,Non resource-rich,Non PRCR,0,,
U.S. Virgin Islands,VI,VIR,VI,Virgin Islands,,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,106977,,Caribbean,Non resource-rich,Non PRCR,0,,
United States Virgin Islands,VI,VIR,VI,United States Virgin Islands,,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,106977,,Caribbean,Non resource-rich,Non PRCR,0,,
Wallis and Futuna Islands,WF,WLF,WF,Wallis and Futuna Islands,,Oceania,,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,,,Polynesia,Non resource-rich,Non PRCR,0,,
Wallis & Futuna Islands,WF,WLF,WF,Wallis & Futuna Islands,,Oceania,,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,,,Polynesia,Non resource-rich,Non PRCR,0,,
Wallis and Futuna,WF,WLF,WF,Wallis and Futuna,,Oceania,,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,,,Polynesia,Non resource-rich,Non PRCR,0,,
Western Sahara,EH,ESH,EH,Western Sahara,,Africa,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Northern Africa,Non resource-rich,Non PRCR,0,,
Yemen,YE,YEM,YE,Yemen,Yemen,Asia,LIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,28498687,,Western Asia,Resource-rich,PRCR,1,1,0
"Yemen, Rep.",YE,YEM,YE,"Yemen, Rep.",Yemen,Asia,LIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,28498687,,Western Asia,Resource-rich,PRCR,1,1,0
"Yemen, Republic of",YE,YEM,YE,"Yemen, Republic of",Yemen,Asia,LIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,28498687,,Western Asia,Resource-rich,PRCR,1,1,0
"Yemen, Arab Republic",YE,YEM,YE,"Yemen, Arab Republic",Yemen,Asia,LIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,28498687,,Western Asia,Resource-rich,PRCR,1,1,0
Zambia,ZM,ZMB,ZM,Zambia,Zambia,Africa,LMIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,17351822,,Eastern Africa,Resource-rich,Non PRCR,1,1,0
Zimbabwe,ZW,ZWE,ZW,Zimbabwe,Zimbabwe,Africa,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,14439018,,Eastern Africa,Non resource-rich,PRCR,0,0,0
